word,pos
ఆయ్యల్,VERB
ఆయ్య్ల్,VERB
ఆరమ్,NOUN
ఆరుస్,VERB
ఆరూ,NOUN
ఆరెకుట్ట,NOUN
ఆర్,VERB
ఆర్తి,NOUN
ఆర్తెకె,ADJ
ఆర్స్,NOUN
ఆలి,NOUN
ఆలు,NOUN
ఆల్మురి,NOUN
ఆవజ్,NOUN
ఆవర,VERB
ఆవుస్,NOUN
ఆవూక్,NOUN
ఆవ్రి,VERB
ఆవ్వల్,VERB
ఆస,NOUN
ఆస,VERB
ఆసర,NOUN
ఆసిర్యాద్,VERB
ఆసిసాడిత,VERB
ఆస్కుడ్,NOUN
ఆస్తి,NOUN
ఆస్ర,VERB
ఆస్రమ్,NOUN
ఇంకె,NOUN
ఇంకెన్,ADV
ఇంగుమ్,NOUN
ఇంజన్,NOUN
ఇంజెర్,ADJ
ఇగ్గె,NOUN
ఇచ్చ,NOUN
ఇచ్చీర్,PRON
ఇచ్చుంగ్,NOUN
ఇచ్చుక్,ADJ
ఇచ్చుర్,ADV
ఇచ్చుస,ADJ
ఇచ్చోర్,PRON
ఇజె,NOUN
ఇజ్జత్,NOUN
ఇట్,VERB
ఇట్కంగ్,NOUN
ఇట్ట,NOUN
ఇట్టాన్,VERB
ఇత్త,NOUN
ఇత్త,PRON
ఇత్త,VERB
ఇత్తల్,VERB
ఇవ్విర్,NOUN
ఇసబ్,NOUN
ఇసాబ్,NOUN
ఇసాబ్బె,ADV
ఇస్టమ్,NOUN
ఇస్టిల్,NOUN
ఇస్టుల్,NOUN
ఇస్రు,ADJ
ఇహిన్,ADV
ఈచ్,VERB
ఈపె,ADV
ఈర్,VERB
ఈస,NOUN
ఈసర,NOUN
ఈసుల్,NOUN
ఉంది,NUM
ఉజుడె,NOUN
ఉజుడ్,NOUN
ఉజుడ్,VERB
ఉజ్జె,VERB
ఉటీ,VERB
ఉర్స్వల్,NOUN
ఉల్,NOUN
ఉల్లి,NOUN
ఉసిర్,VERB
ఉస్,VERB
ఉస్కె,NOUN
ఉస్క్,NOUN
ఉస్టె,VERB
ఉస్మ,NOUN
ఉస్మి,VERB
ఉహొ,NOUN
ఉహ్క్,NOUN
ఉహ్చ్చ,VERB
ఉహ్లాన్,VERB
ఉహ్వల్,NOUN
ఊంగ్వల్₂,NOUN
ఊండ్,NOUN
ఊకడ్,NOUN
ఊచ్,NOUN
ఊటడ్,NOUN
ఊటి,VERB
ఊటెడ,NOUN
ఊడి,VERB
ఊడ్,NOUN
ఊడ్తవాలె,ADJ
ఊడ్వల్,NOUN
ఊతర్,NOUN
ఊతి,NOUN
ఊత్వల్,NOUN
ఊదర్,NOUN
ఊమ్,VERB
ఊయిల,NOUN
ఊయ్సర్,ADJ
ఊల్,VERB
ఊస,NOUN
ఊసి,NOUN
ఊస్₁,VERB
ఊస్₂,ADJ
ఊస్₃,VERB
ఎకరి,ADV
కంచెర,NOUN
కంజ్క్,VERB
కండి,NUM
కండి,VERB
కచెడ,NOUN
కచ్,VERB
కచ్చి,NOUN
కచ్చుడ్,NOUN
కజూర్,NOUN
కటర్,NOUN
కటింత,ADV
కటిన్,ADJ
కటోడల్,NOUN
కట్టా,ADV
కట్టుడి,NOUN
కట్టె,NOUN
కట్టెడె,VERB
కట్ట₁,NOUN
కట్ట₂,NOUN
కడక్,NOUN
కడగోటి,NOUN
కడల్,NOUN
కడా,PROPN
కడిత,VERB
కడి₁,NOUN
కడి₂,NOUN
కపోతే,PRON
కపోతే,VERB
కపోయినా,PRON
కల,NOUN
కలు,VERB
కస్టల్,NOUN
కా,PRON
కాడ్క,VERB
కాలు,ADV
కి,ADJ
కి,ADV
కి,NOUN
కి,PRON
కి,PROPN
కి,VERB
కియ్య్క్,ADJ
కియ్వల్,NOUN
కియ్వల్,VERB
కీ,NOUN
కీ,PROPN
కీ,VERB
కీమ్,NOUN
కీమ్,VERB
కీ₂,NOUN
కు,ADJ
కు,NOUN
కు,VERB
కుండా,VERB
కూ,ADJ
కూ,PRON
కూర,ADV
కూర,NOUN
కే,VERB
కొ,ADJ
కొ,PRON
కొండ,NOUN
కోయ్వల్,NOUN
క్,ADV
క్,NOUN
క్క,NOUN
క్కు,NOUN
క్ష,VERB
గం,NOUN
గడ్డంగ్,NOUN
గల,VERB
గా,NOUN
గా,VERB
గాది,NOUN
గానే,PRON
గానే,VERB
గారు,VERB
గు,VERB
గుండి,ADJ
గె,VERB
గో,NOUN
గోంగొర,NOUN
చక్ర,VERB
చి,VERB
చీ,VERB
చె,VERB
జాగ,NOUN
జాడి,NOUN
జావ,NOUN
జు,NOUN
జు,PRON
జె,ADV
జే,VERB
జై,ADV
జొమ్ము,NOUN
టం,ADV
టం,VERB
టన్,PROPN
టా,VERB
టి,NOUN
టి,VERB
టూ,NOUN
టో,ADV
టో,PRON
ట్,NOUN
ట్,PRON
ట్ట,VERB
ట్టు,PRON
ట్టు,VERB
ట్లు,VERB
డా,VERB
డానికి,VERB
డి,ADV
డి,NOUN
డి,VERB
డు,NOUN
డు,PRON
డు,PROPN
డుతున్న,VERB
డే,NOUN
డే,VERB
డో,NOUN
డో,PRON
డో,VERB
డ్,NOUN
డ్,PRON
ణ్ణ,NOUN
ణ్ణ,VERB
తక్క,NOUN
తను,PRON
తలు,ADV
తలు,VERB
తి,PRON
తిని,VERB
తే,PRON
తే,VERB
తొ,VERB
తో,ADV
తో,NOUN
తో,PRON
తో,PROPN
తో,VERB
త్,VERB
త్త,NOUN
త్వం,VERB
థి,NOUN
దంతా,NOUN
దంతా,VERB
దగ్గ,VERB
దా,NOUN
దా,VERB
దాకా,ADV
దార్,NOUN
ది,ADJ
ది,PRON
ది,VERB
దివాస్,NOUN
దీ,ADV
దు,ADJ
దు,VERB
దుక్,NOUN
దే,NOUN
దే,VERB
దేండె,NOUN
దో,VERB
ద్,VERB
ధ్య,VERB
నాలుంగ్,NUM
ని,NOUN
ని,PRON
ని,VERB
నీ,VERB
ను,PRON
ను,VERB
నూసి,NOUN
నె,VERB
నెండోర్,NOUN
నే,PRON
నే,VERB
నో,PRON
నో,VERB
నోడె,NOUN
న్,VERB
న్న,NOUN
న్న,PRON
న్నా,NOUN
న్నా,PROPN
న్నా,VERB
న్ని,VERB
న్యాస,VERB
పండి,NOUN
పడిన,VERB
పద్ది,NOUN
పర్కె,NOUN
పా,VERB
పాంటిన్,NOUN
పాఠ,VERB
పాత,VERB
పాపాట,NOUN
పాయ్వల్,VERB
పిల్ల,NOUN
పీట్,NUM
పు,VERB
పెడల్,NOUN
పే,PRON
పే,PROPN
పేన్,NOUN
పో,NOUN
పో,VERB
పోత,VERB
పోతున్న,VERB
పోయి,PRON
పోయింది,VERB
పోయే,VERB
పోవ,VERB
ప్ప,VERB
ప్పటి,NOUN
ప్పు,VERB
ప్పుడు,ADV
ప్పుడు,VERB
ఫీ,NOUN
ఫీ,PRON
ఫీ,VERB
బట్ట,NOUN
బడ్డె,NOUN
బహన్,ADV
బాబత్,NOUN
బీబట్,NOUN
బు,ADV
బు,VERB
బుద్ది,NOUN
బ్బ,ADV
బ్బ,NOUN
బ్బ,PROPN
బ్బ,VERB
మత్,NOUN
మత్తెర్,NOUN
మని,VERB
మల,ADJ
మల,NOUN
మల,PROPN
మల,VERB
మా,VERB
మాత,VERB
మామల్,NOUN
మామ్,NOUN
మాయ్వల్,NOUN
మాయ్వల్,VERB
మి,NOUN
మి,VERB
మీ,NOUN
మీద,VERB
ము,ADV
ము,NOUN
ము,PRON
ము,PROPN
ము,VERB
ముందు,NOUN
ముందు,VERB
మును,VERB
మూ,ADV
మూ,PROPN
మూ,VERB
మూండ్,NUM
మైన,PRON
మో,VERB
యా,VERB
యు,VERB
యే,NOUN
యే,VERB
యేడుంగ్,NUM
యేత్వల్,VERB
యేర్,NOUN
యో,NOUN
యో,VERB
యోగ,NUM
య్య,ADV
య్య,NOUN
రం,VERB
రండ్,NUM
రమణ,NOUN
రా,PRON
రాయ్య్ల్,NOUN
రి,ADJ
రి,ADV
రి,NOUN
రికి,ADV
రికి,VERB
రు,NOUN
రు,PRON
రు,PROPN
రూప,NOUN
రూప,VERB
రె,NOUN
రె,NUM
రే,NOUN
రే,VERB
రోగ్,NOUN
ర్,NOUN
ర్,VERB
లం,VERB
లకి,VERB
లకు,NOUN
లకు,VERB
లతో,VERB
లను,VERB
లా,NOUN
లా,VERB
లి,ADV
లి,NOUN
లి,VERB
లికి,VERB
లీ,PROPN
లీ,VERB
లు,NOUN
లు,PRON
లు,VERB
లెండ,NOUN
లే,NOUN
లే,PRON
లేక,VERB
లేదు,VERB
లో,NOUN
లో,NUM
లో,PRON
లో,VERB
లోక,NOUN
ల్,NOUN
ల్,VERB
ల్ల,VERB
ల్లు,PRON
ల్లు,VERB
ల్లె,PRON
ళం,NOUN
ళ్ళ,ADJ
ళ్ళ,NOUN
ళ్ళ,NUM
ళ్ళ,PRON
ళ్ళ,VERB
ళ్ళు,VERB
వం,VERB
వచ్చు,VERB
వర,VERB
వా,NOUN
వా,PRON
వా,VERB
వాడు,ADJ
వాడు,ADV
వాడు,NOUN
వాడు,PRON
వాడు,VERB
వారు,NOUN
వారు,PRON
వార్,PROPN
వి,NOUN
వి,VERB
విచర్,NOUN
వు,NOUN
వు,PRON
వు,PROPN
వులు,NOUN
వె,VERB
వెర్తల్,NOUN
వెలిమె,NOUN
వే,PRON
వైపు,VERB
వ్వ,NOUN
షి,VERB
షే,NOUN
షే,VERB
ష్ట,NOUN
సందేహ,VERB
సరి,ADV
సాడ,NOUN
సాన్,VERB
సాన్వల్,VERB
సారి,ADV
సారుంగ్,NUM
సాల్క్,NOUN
సావిలె,NOUN
సావ్వార్,NOUN
సాసి,NOUN
సాస్త్రమ్,NOUN
సింగర్,NOUN
సికటి,NOUN
సికటితె,NOUN
సికరి,VERB
సికర్,NOUN
సిక్క,NOUN
సిక్స,NOUN
సిక్సన్,NOUN
సితుర్,ADJ
సితుర్,VERB
సితులి,NOUN
సిత్త,NOUN
సిత్తి,NOUN
సిదల్,VERB
సినిమ,NOUN
సిన్నూం,NOUN
సిబ్బి,NOUN
సిమ్గ,NOUN
సియుంగ్,NUM
సియొస్,VERB
సియ్యడ,ADJ
సియ్యల్,NOUN
సియ్యుర్,NUM
సిరిప్,NOUN
సిరుమ్,NOUN
సిరులి,NOUN
సిర్డల్,ADJ
సిర్డుంమర్ర,NOUN
సిర్మ,NOUN
సిర్మందింగ్,VERB
సిర్రుట్,NOUN
సిర్రుట్,VERB
సిల్కత,NOUN
సిస్సల్,NOUN
సీ,VERB
సీంగ్,NOUN
సీకరి,NOUN
సీటి,NOUN
సీటె,NOUN
సీపి₁,NOUN
సీపి₂,NOUN
సీమ్,VERB
సీయ్,NOUN
సీర,NOUN
సీర్క్,VERB
సీర్₁,NOUN
సీర్₂,NOUN
సీల్క,NOUN
సీస,NOUN
సీసి,NOUN
సు,ADV
సు,PRON
సు,VERB
సుకం,NOUN
సుకమ్నె,ADV
సుకున్,ADV
సుకుర్,PROPN
సుక్,NOUN
సుక్,VERB
సుక్కుం,NOUN
సుక్వల్,NOUN
సుజర,VERB
సుజరంగ్,NOUN
సుట్టి,NOUN
సుట్టింగ్,NOUN
సుట్టికియుస్వల్,NOUN
సుట్టికీసి,VERB
సుట్టె-మా₂,NOUN
సుట్టెమాతెర్,VERB
సుతరి,NOUN
సుత్తి,NOUN
సుత్తె,NOUN
సుదుడ్,VERB
సుదుడ్త,NOUN
సుద్రే,VERB
సుద్రేమాయ్వల్,NOUN
సున్న,NUM
సుప్లి,NOUN
సుప్లె,NOUN
సుయ్,NOUN
సుయ్క్,NOUN
సుయ్యల్,NOUN
సురు,NOUN
సురు,VERB
సురుస్,VERB
సురె,NUM
సుర్,NOUN
సుర్పాపె,NOUN
సుర్మ,NOUN
సుర్వె,NOUN
సులుడి,NOUN
సుస్త్,ADV
సూట్,NOUN
సూడ్,VERB
సూడ్త,PRON
సెరులి,NOUN
సెర్క,NOUN
సెర్నడడ్,NOUN
సెర్వం,NOUN
సెల్లె,VERB
సెవ్వెర,NOUN
సెవ్వెర్,NOUN
సే,VERB
సేకె,NOUN
సేకెమాంత,VERB
సేక్,VERB
సేజ,NOUN
సేపు,VERB
సేర్నడడ్,NOUN
సేర్వడ్,NOUN
సేర్₂,NOUN
సేల,NOUN
సేలడ్,NOUN
సేవ,NOUN
సేవ్కల్,ADJ
సేవ్యంగ్,NOUN
సేస,NOUN
సైప్రస్,NOUN
సొంజెర్,NOUN
సొంట్,VERB
సొజెటల్,PRON
సొడియ,VERB
సొడియంత,VERB
సొడు,VERB
సొడుస్,VERB
సొడ్డెల్,VERB
సొడ్య,VERB
సొత్త,NOUN
సో,VERB
సోంచి,ADJ
సోంచితల్,NOUN
సోంచ్,NOUN
సోక,VERB
సోకె,VERB
సోకెర,ADV
సోక్న,ADV
సోక్నె,ADV
సోక్₁,NOUN
సోక్₂,NOUN
సోజ్,NOUN
సోడ,NUM
సోడ్,NOUN
సోడ్,VERB
సోడ్త,VERB
సోదిర,NOUN
సోదె,NOUN
సోప్రెమం,VERB
సోబతొర్₁,NOUN
సోబ్డె,NOUN
సోయబిన్,NOUN
సోయ్ల్,NOUN
సోర,NOUN
సోరె,NUM
సోర్పి,VERB
సోర్యలిర్,NOUN
స్,PROPN
స్త,NOUN
స్త,VERB
స్తూ,VERB
హండంగ్,NOUN
హందకాకున్,ADV
హంసవెలి,NOUN
హజర్,NOUN
హజర్,NUM
హజిరి,VERB
హజిర్,VERB
హజ్రి,VERB
హట్,NOUN
హట్టె,VERB
హట్టెమాసి,VERB
హత్తి,NOUN
హబ్బిడుర్,ADJ
హయ్య్ల్,NOUN
హరి,VERB
హరిబ్,ADJ
హర్,NOUN
హర్ర,NOUN
హర్రె,NOUN
హల్కల్,ADJ
హల్కా,NOUN
హల్కా,VERB
హాన్,ADV
హాబర్,NOUN
హిక్కె,PRON
హిక్తి,NOUN
హిక్మత్,NOUN
హిర్డులి,NOUN
హిర్వల్,ADV
హిర్వల్,NOUN
హిర్వ్,NOUN
హీర₂,NOUN
హుండి,NOUN
హుకుమత్,NOUN
హుకుమ్,NOUN
హుక్క,NOUN
హురిలి,NOUN
హురుమ్,NOUN
హురె,NUM
హూడంగ్,NOUN
హూడె,NOUN
హెంగ్డల్,NOUN
హెక్డల్,NOUN
హెర్మి,NOUN
హొర,NOUN
హొరి,VERB
హోర్,NOUN
హోలత్,NOUN
హోలి,VERB
హోల్,NOUN
ాడు,VERB
ానికి,NOUN
ానికి,VERB
ాను,ADV
ాను,VERB
ాయ,VERB
ాయి,NOUN
ారావు,NOUN
ారావు,PRON
ారావు,VERB
ారు,NOUN
ారు,VERB
ాలని,VERB
ాలి,NOUN
ాలు,VERB
ాలో,VERB
ాల్సి,VERB
ింది,ADV
ికి,ADV
ికి,NOUN
ికి,VERB
ిన,NOUN
ుకు,NOUN
ుకుందాం,VERB
ుడు,PROPN
ుతున్నా,PRON
ుల,NOUN
ులు,VERB
ూరు,NOUN
ెత్త,VERB
ైంది,VERB
ైతే,PRON
ైన,ADV
ొక్క,NOUN
్ని,VERB
▁!,ADJ
▁!,VERB
"▁""",VERB
▁:,PRON
▁?,ADV
▁?,NOUN
▁?,PRON
▁?,VERB
▁aad,NOUN
▁ac,NOUN
▁ada,PRON
▁ada,VERB
▁an,NOUN
▁an,PRON
▁an,VERB
▁av,PRON
▁av,VERB
▁ava,PRON
▁ava,VERB
▁avar,PRON
▁baar,NOUN
▁bac,NOUN
▁bada,VERB
▁bag,VERB
▁bha,NOUN
▁ce,VERB
▁char,VERB
▁das,NOUN
▁do,NOUN
▁do,NUM
▁du,NOUN
▁du,VERB
▁e,NOUN
▁gai,NOUN
▁ghar,NOUN
▁ghar,VERB
▁hai,NOUN
▁hai,VERB
▁ham,NOUN
▁i,PRON
▁kaam,ADV
▁kaam,NOUN
▁kaam,PRON
▁kaam,VERB
▁kab,ADV
▁kai,PRON
▁kain,NOUN
▁kain,VERB
▁kaise,PRON
▁kaise,VERB
▁kal,ADJ
▁kal,NOUN
▁kal,PROPN
▁kal,VERB
▁kata,ADV
▁kata,VERB
▁ku,NOUN
▁kuch,VERB
▁man,PRON
▁mar,NOUN
▁na,VERB
▁ni,ADV
▁ni,PRON
▁pa,NOUN
▁pahar,NOUN
▁pe,ADV
▁pe,NOUN
▁pus,NOUN
▁pus,VERB
▁ra,NOUN
▁teen,NUM
▁teen,VERB
▁wa,ADV
▁wa,VERB
▁yar,PRON
▁yar,VERB
▁అ,NOUN
▁అ,PRON
▁అ,VERB
▁అంటే,VERB
▁అంత,VERB
▁అంతా,ADV
▁అంతా,NOUN
▁అంద,PRON
▁అందమైన,NOUN
▁అందరికీ,PRON
▁అందరికీ,VERB
▁అందరూ,PRON
▁అందరూ,VERB
▁అక్షర,NOUN
▁అడగ,VERB
▁అడిగి,VERB
▁అడుగు,NUM
▁అతని,PRON
▁అన,NUM
▁అన,VERB
▁అని,NOUN
▁అని,VERB
▁అనే,NOUN
▁అన్న,NOUN
▁అన్న,VERB
▁అన్నా,NOUN
▁అన్నా,VERB
▁అప్పటి,NUM
▁అబ్బాయి,NOUN
▁అమెరికా,PROPN
▁అమెరికా,VERB
▁అమెరికాలో,NOUN
▁అమ్మ,NOUN
▁అమ్మాయి,NOUN
▁అయి,PRON
▁అయింది,NOUN
▁అయింది,VERB
▁అయిన,VERB
▁అయ్య,VERB
▁అర్థం,NOUN
▁అలా,VERB
▁అవి,PRON
▁అవుతుంద,VERB
▁ఆ,ADJ
▁ఆ,NOUN
▁ఆ,PROPN
▁ఆ,VERB
▁ఆట,NOUN
▁ఆప,VERB
▁ఆమె,PRON
▁ఆమె,VERB
▁ఆయన,PRON
▁ఆయన,VERB
▁ఇ,NOUN
▁ఇ,PRON
▁ఇ,VERB
▁ఇం,VERB
▁ఇంకా,ADV
▁ఇంటి,ADV
▁ఇంటి,NOUN
▁ఇంటి,VERB
▁ఇంటికి,NOUN
▁ఇంటికి,PRON
▁ఇంటికి,VERB
▁ఇంట్లో,VERB
▁ఇంత,ADV
▁ఇంత,NOUN
▁ఇక,ADV
▁ఇక్కడ,NOUN
▁ఇచ్చి,NOUN
▁ఇచ్చిన,NOUN
▁ఇచ్చే,NOUN
▁ఇటీవల,ADV
▁ఇద్దరూ,PRON
▁ఇప్పటి,NOUN
▁ఇప్పుడ,ADV
▁ఇప్పుడు,ADV
▁ఇవి,PRON
▁ఇస్తా,VERB
▁ఈ,NOUN
▁ఈ,VERB
▁ఉండ,VERB
▁ఉత్తర,VERB
▁ఉన్నా,VERB
▁ఉన్నారు,ADV
▁ఊ,NOUN
▁ఊ,VERB
▁ఎ,NOUN
▁ఎ,PRON
▁ఎ,PROPN
▁ఎ,VERB
▁ఎంతో,VERB
▁ఎక్కడ,NOUN
▁ఎక్కడ,VERB
▁ఎప్పుడ,PRON
▁ఎవరు,VERB
▁ఎవరూ,PRON
▁ఎవరో,PRON
▁ఎస్,PROPN
▁ఏ,ADV
▁ఏ,NOUN
▁ఏ,NUM
▁ఏ,PRON
▁ఏ,VERB
▁ఏం,ADV
▁ఏం,PRON
▁ఏడు,VERB
▁ఏది,PRON
▁ఏమ,PRON
▁ఏమి,PRON
▁ఏమిటి,PRON
▁ఐ,NOUN
▁ఒ,PRON
▁ఒక,NOUN
▁ఒక,NUM
▁ఒకే,NOUN
▁ఒక్క,NOUN
▁క,NOUN
▁క,PROPN
▁క,VERB
▁కం,NOUN
▁కడుపు,NOUN
▁కడుపు,VERB
▁కథ,NOUN
▁కనబడ,ADV
▁కవి,NOUN
▁కష్ట,VERB
▁కా,NOUN
▁కా,VERB
▁కాకుండా,NOUN
▁కాబట్టి,ADV
▁కాబట్టి,PRON
▁కాబట్టి,VERB
▁కారు,NOUN
▁కార్మికుల,NOUN
▁కాలేజీ,VERB
▁కావాల,VERB
▁కావాలి,VERB
▁కి,NOUN
▁కు,ADV
▁కు,NOUN
▁కు,VERB
▁కూ,VERB
▁కొ,VERB
▁కొంత,VERB
▁కొట్ట,VERB
▁కొడుకు,VERB
▁కొత్త,NOUN
▁కో,ADV
▁కో,VERB
▁క్,NOUN
▁ఖ,NOUN
▁గ,NOUN
▁గ,VERB
▁గంటల,NOUN
▁గడి,VERB
▁గా,VERB
▁గాయ,NOUN
▁గాలి,NOUN
▁గు,VERB
▁గుంటూరు,PROPN
▁గుండె,NOUN
▁గురించి,NOUN
▁గొప్ప,ADJ
▁చ,NOUN
▁చ,PROPN
▁చ,VERB
▁చక్క,ADJ
▁చా,VERB
▁చాల,NOUN
▁చాల,VERB
▁చాలా,NOUN
▁చాలు,VERB
▁చి,NOUN
▁చి,PRON
▁చూడ,VERB
▁చూడండి,VERB
▁చూస,VERB
▁చె,NOUN
▁చె,PRON
▁చె,VERB
▁చెప్ప,VERB
▁చెప్పింది,VERB
▁చెప్పిన,VERB
▁చెప్పే,PROPN
▁చెప్పే,VERB
▁చెబుతున్న,NOUN
▁చెబుతున్నారు,VERB
▁చెయ్య,VERB
▁చెయ్యండి,VERB
▁చేతి,NOUN
▁చేతి,VERB
▁చేయ,PRON
▁చేసిన,VERB
▁చేసుకొ,VERB
▁చేస్తారు,VERB
▁చేస్తున్నా,VERB
▁జ,VERB
▁జన,VERB
▁జరిగిన,VERB
▁జా,NOUN
▁టి,NOUN
▁టీ,NOUN
▁డబ్బు,NOUN
▁డబ్బు,VERB
▁డా,NOUN
▁త,ADJ
▁త,NOUN
▁త,VERB
▁తక్కువ,NOUN
▁తర,NOUN
▁తరువాత,VERB
▁తల,VERB
▁తా,NOUN
▁తా,VERB
▁తాగ,VERB
▁తాను,NOUN
▁తి,NOUN
▁తి,PROPN
▁తి,VERB
▁తిన,ADV
▁తిన,VERB
▁తిరిగి,ADV
▁తిరిగి,VERB
▁తీసుకు,VERB
▁తె,VERB
▁తెగ,VERB
▁తెచ్చ,VERB
▁తెలి,VERB
▁తెలియ,ADV
▁తెలియ,NOUN
▁తెలియ,VERB
▁తెలియదు,VERB
▁తెలిసిందే,VERB
▁తెలిసిన,VERB
▁తెలుగు,ADV
▁తెలుగు,NOUN
▁తెలుగు,VERB
▁తెలుసు,VERB
▁తెల్ల,NOUN
▁తో,VERB
▁దాట,ADV
▁దాట,VERB
▁దాని,PRON
▁దారి,NOUN
▁దు,NOUN
▁దూరం,NOUN
▁దూరం,VERB
▁దేవ,NOUN
▁దేవ,VERB
▁దొంగ,NOUN
▁ద్వారా,VERB
▁న,NUM
▁నడి,VERB
▁నన్ను,NOUN
▁నన్ను,PRON
▁నన్ను,VERB
▁నవ్వ,VERB
▁నా,NOUN
▁నా,PRON
▁నాకు,NOUN
▁నాకు,PRON
▁నాకు,VERB
▁నాన్న,NOUN
▁నాలుగ,NOUN
▁ని,NOUN
▁ని,PRON
▁ని,VERB
▁నిన్న,PRON
▁నిలబడ,NOUN
▁నిలబడ,VERB
▁నీ,ADV
▁నీ,NOUN
▁నీ,PRON
▁నీకు,PRON
▁నుంచి,ADV
▁నుంచి,VERB
▁నే,NOUN
▁నేనే,PRON
▁నేరుగా,NOUN
▁నేరుగా,VERB
▁నొప్పి,VERB
▁ప,NOUN
▁ప,VERB
▁పత్రిక,VERB
▁పథకాల,VERB
▁పద,VERB
▁పదే,NOUN
▁పరి,VERB
▁పా,NOUN
▁పా,VERB
▁పాట,NOUN
▁పాట,VERB
▁పాడ,NOUN
▁పాడ,VERB
▁పాప,NOUN
▁పి,NOUN
▁పి,PRON
▁పి,VERB
▁పిల్లల,VERB
▁పిల్లలు,NOUN
▁పు,NOUN
▁పుస్తకాల,NOUN
▁పుస్తకాలు,VERB
▁పె,NOUN
▁పెట్ట,NOUN
▁పెట్ట,VERB
▁పెళ్ళి,NOUN
▁పే,NOUN
▁పే,VERB
▁పేరు,NOUN
▁పై,NOUN
▁పొ,NOUN
▁పో,VERB
▁ప్ర,VERB
▁ప్రతి,NOUN
▁ప్రదర్శన,NOUN
▁ప్రయాణం,NOUN
▁ప్రవేశ,NOUN
▁ప్రొ,NOUN
▁ఫిబ్రవరి,NOUN
▁బ,NOUN
▁బ,VERB
▁బయట,NOUN
▁బా,NUM
▁బాగా,NOUN
▁బాగా,VERB
▁బాబు,NOUN
▁బీ,NOUN
▁బు,NOUN
▁బు,VERB
▁బొమ్మ,NOUN
▁బొమ్మ,VERB
▁బ్ర,PROPN
▁భయం,NOUN
▁భయం,VERB
▁భారీ,ADJ
▁భార్య,NOUN
▁భాష,PRON
▁భోజన,NOUN
▁భోజన,VERB
▁మ,NOUN
▁మ,PROPN
▁మ,VERB
▁మంచి,NOUN
▁మంచి,VERB
▁మందు,PRON
▁మధ్య,ADV
