word,pos
కటిన్,ADJ
కిన్,ADJ
కటోడల్,NOUN
కటడల్,NOUN
కట్టా,ADV
కటటా,ADV
కట్టుడి,NOUN
కట్టడి,NOUN
కట్టె,NOUN
కటటె,NOUN
కట్టెడె,VERB
కట్ెడె,VERB
కట్ట₁,NOUN
క్ట₁,NOUN
కట్ట₂,NOUN
కట్₂,NOUN
కడక్,NOUN
కడ్,NOUN
కడగోటి,NOUN
కడగోి,NOUN
కడల్,NOUN
కల్,NOUN
కడా,PROPN
కడా,PROPN
కడిత,VERB
కిత,VERB
కడి₁,NOUN
కడ₁,NOUN
కడి₂,NOUN
కి₂,NOUN
కపోతే,PRON
కోతే,PRON
కపోతే,VERB
కపతే,VERB
కపోయినా,PRON
కోయినా,PRON
కల,NOUN
కల,NOUN
కలు,VERB
కలు,VERB
కస్టల్,NOUN
క్టల్,NOUN
కా,PRON
కా,PRON
కాడ్క,VERB
కా్క,VERB
కాలు,ADV
కాు,ADV
కి,ADJ
కి,ADJ
కి,ADV
కి,ADV
కి,NOUN
కి,NOUN
కి,PRON
కి,PRON
కి,PROPN
కి,PROPN
కి,VERB
కి,VERB
కియ్య్క్,ADJ
కియ్యక్,ADJ
కియ్వల్,NOUN
కియ్వ్,NOUN
కియ్వల్,VERB
కియవల్,VERB
కీ,NOUN
కీ,NOUN
కీ,PROPN
కీ,PROPN
కీ,VERB
కీ,VERB
కీమ్,NOUN
కమ్,NOUN
కీమ్,VERB
కమ్,VERB
కీ₂,NOUN
కీ₂,NOUN
కు,ADJ
కు,ADJ
కు,NOUN
కు,NOUN
కు,VERB
కు,VERB
కుండా,VERB
కుడా,VERB
కూ,ADJ
కూ,ADJ
కూ,PRON
కూ,PRON
కూర,ADV
కూర,ADV
కూర,NOUN
కూర,NOUN
కే,VERB
కే,VERB
కొ,ADJ
కొ,ADJ
కొ,PRON
కొ,PRON
కొండ,NOUN
కండ,NOUN
కోయ్వల్,NOUN
కోయవల్,NOUN
క్,ADV
క్,ADV
క్,NOUN
క్,NOUN
క్క,NOUN
క్క,NOUN
క్కు,NOUN
కకు,NOUN
క్ష,VERB
క్ష,VERB
గం,NOUN
గం,NOUN
గడ్డంగ్,NOUN
గడ్డం్,NOUN
గల,VERB
గల,VERB
గా,NOUN
గా,NOUN
గా,VERB
గా,VERB
గాది,NOUN
గది,NOUN
గానే,PRON
గనే,PRON
గానే,VERB
గనే,VERB
గారు,VERB
గాు,VERB
గు,VERB
గు,VERB
గుండి,ADJ
గుడి,ADJ
గె,VERB
గె,VERB
గో,NOUN
గో,NOUN
గోంగొర,NOUN
గోగొర,NOUN
చక్ర,VERB
చ్ర,VERB
చి,VERB
చి,VERB
చీ,VERB
చీ,VERB
చె,VERB
చె,VERB
జాగ,NOUN
జాగ,NOUN
జాడి,NOUN
జడి,NOUN
జావ,NOUN
జావ,NOUN
జు,NOUN
జు,NOUN
జు,PRON
జు,PRON
జె,ADV
జె,ADV
జే,VERB
జే,VERB
జై,ADV
జై,ADV
జొమ్ము,NOUN
జమ్ము,NOUN
టం,ADV
టం,ADV
టం,VERB
టం,VERB
టన్,PROPN
టన్,PROPN
టా,VERB
టా,VERB
టి,NOUN
టి,NOUN
టి,VERB
టి,VERB
టూ,NOUN
టూ,NOUN
టో,ADV
టో,ADV
టో,PRON
టో,PRON
ట్,NOUN
ట్,NOUN
ట్,PRON
ట్,PRON
ట్ట,VERB
ట్ట,VERB
ట్టు,PRON
టటు,PRON
ట్టు,VERB
ట్ు,VERB
ట్లు,VERB
టలు,VERB
డా,VERB
డా,VERB
డానికి,VERB
డానకి,VERB
డి,ADV
డి,ADV
డి,NOUN
డి,NOUN
డి,VERB
డి,VERB
డు,NOUN
డు,NOUN
డు,PRON
డు,PRON
డు,PROPN
డు,PROPN
డుతున్న,VERB
డతున్న,VERB
డే,NOUN
డే,NOUN
డే,VERB
డే,VERB
డో,NOUN
డో,NOUN
డో,PRON
డో,PRON
డో,VERB
డో,VERB
డ్,NOUN
డ్,NOUN
డ్,PRON
డ్,PRON
ణ్ణ,NOUN
ణ్ణ,NOUN
ణ్ణ,VERB
ణ్ణ,VERB
తక్క,NOUN
తకక,NOUN
తను,PRON
తను,PRON
తలు,ADV
తలు,ADV
తలు,VERB
తలు,VERB
తి,PRON
తి,PRON
తిని,VERB
తని,VERB
తే,PRON
తే,PRON
తే,VERB
తే,VERB
తొ,VERB
తొ,VERB
తో,ADV
తో,ADV
తో,NOUN
తో,NOUN
తో,PRON
తో,PRON
తో,PROPN
తో,PROPN
తో,VERB
తో,VERB
త్,VERB
త్,VERB
త్త,NOUN
త్త,NOUN
త్వం,VERB
త్ం,VERB
థి,NOUN
థి,NOUN
దంతా,NOUN
దంా,NOUN
దంతా,VERB
దంా,VERB
దగ్గ,VERB
ద్గ,VERB
దా,NOUN
దా,NOUN
దా,VERB
దా,VERB
దాకా,ADV
దాా,ADV
దార్,NOUN
దా్,NOUN
ది,ADJ
ది,ADJ
ది,PRON
ది,PRON
ది,VERB
ది,VERB
దివాస్,NOUN
దివా్,NOUN
దీ,ADV
దీ,ADV
దు,ADJ
దు,ADJ
దు,VERB
దు,VERB
దుక్,NOUN
దు్,NOUN
దే,NOUN
దే,NOUN
దే,VERB
దే,VERB
దేండె,NOUN
దేడె,NOUN
దో,VERB
దో,VERB
ద్,VERB
ద్,VERB
ధ్య,VERB
ధ్య,VERB
నాలుంగ్,NUM
నాలుం్,NUM
ని,NOUN
ని,NOUN
ని,PRON
ని,PRON
ని,VERB
ని,VERB
నీ,VERB
నీ,VERB
ను,PRON
ను,PRON
ను,VERB
ను,VERB
నూసి,NOUN
నసి,NOUN
నె,VERB
నె,VERB
నెండోర్,NOUN
నెండో్,NOUN
నే,PRON
నే,PRON
నే,VERB
నే,VERB
నో,PRON
నో,PRON
నో,VERB
నో,VERB
నోడె,NOUN
నోె,NOUN
న్,VERB
న్,VERB
న్న,NOUN
న్న,NOUN
న్న,PRON
న్న,PRON
న్నా,NOUN
ననా,NOUN
న్నా,PROPN
ననా,PROPN
న్నా,VERB
ననా,VERB
న్ని,VERB
న్ి,VERB
న్యాస,VERB
న్యస,VERB
పండి,NOUN
పంి,NOUN
పడిన,VERB
పిన,VERB
పద్ది,NOUN
ప్ది,NOUN
పర్కె,NOUN
పరకె,NOUN
పా,VERB
పా,VERB
పాంటిన్,NOUN
పంటిన్,NOUN
పాఠ,VERB
పాఠ,VERB
పాత,VERB
పాత,VERB
పాపాట,NOUN
పపాట,NOUN
పాయ్వల్,VERB
పా్వల్,VERB
పిల్ల,NOUN
పిలల,NOUN
పీట్,NUM
పట్,NUM
పు,VERB
పు,VERB
పెడల్,NOUN
పెడ్,NOUN
పే,PRON
పే,PRON
పే,PROPN
పే,PROPN
పేన్,NOUN
పే్,NOUN
పో,NOUN
పో,NOUN
పో,VERB
పో,VERB
పోత,VERB
పోత,VERB
పోతున్న,VERB
పతున్న,VERB
పోయి,PRON
పోి,PRON
పోయింది,VERB
పయింది,VERB
పోయే,VERB
పయే,VERB
పోవ,VERB
పోవ,VERB
ప్ప,VERB
ప్ప,VERB
ప్పటి,NOUN
పపటి,NOUN
ప్పు,VERB
పపు,VERB
ప్పుడు,ADV
ప్పడు,ADV
ప్పుడు,VERB
ప్పడు,VERB
ఫీ,NOUN
ఫీ,NOUN
ఫీ,PRON
ఫీ,PRON
ఫీ,VERB
ఫీ,VERB
బట్ట,NOUN
బటట,NOUN
బడ్డె,NOUN
బడ్ె,NOUN
బహన్,ADV
బన్,ADV
బాబత్,NOUN
బాబ్,NOUN
బీబట్,NOUN
బీబ్,NOUN
బు,ADV
బు,ADV
బు,VERB
బు,VERB
బుద్ది,NOUN
బుదది,NOUN
బ్బ,ADV
బ్బ,ADV
బ్బ,NOUN
బ్బ,NOUN
బ్బ,PROPN
బ్బ,PROPN
బ్బ,VERB
బ్బ,VERB
మత్,NOUN
మత్,NOUN
మత్తెర్,NOUN
మత్తె్,NOUN
మని,VERB
మని,VERB
మల,ADJ
మల,ADJ
మల,NOUN
మల,NOUN
మల,PROPN
మల,PROPN
మల,VERB
మల,VERB
మా,VERB
మా,VERB
మాత,VERB
మాత,VERB
మామల్,NOUN
మమల్,NOUN
మామ్,NOUN
మమ్,NOUN
మాయ్వల్,NOUN
మా్వల్,NOUN
మాయ్వల్,VERB
మాయవల్,VERB
మి,NOUN
మి,NOUN
మి,VERB
మి,VERB
మీ,NOUN
మీ,NOUN
మీద,VERB
మీద,VERB
ము,ADV
ము,ADV
ము,NOUN
ము,NOUN
ము,PRON
ము,PRON
ము,PROPN
ము,PROPN
ము,VERB
ము,VERB
ముందు,NOUN
మందు,NOUN
ముందు,VERB
మందు,VERB
మును,VERB
మను,VERB
మూ,ADV
మూ,ADV
మూ,PROPN
మూ,PROPN
మూ,VERB
మూ,VERB
మూండ్,NUM
మండ్,NUM
మైన,PRON
మైన,PRON
మో,VERB
మో,VERB
యా,VERB
యా,VERB
యు,VERB
యు,VERB
యే,NOUN
యే,NOUN
యే,VERB
యే,VERB
యేడుంగ్,NUM
యేడంగ్,NUM
యేత్వల్,VERB
యేత్ల్,VERB
యేర్,NOUN
యర్,NOUN
యో,NOUN
యో,NOUN
యో,VERB
యో,VERB
యోగ,NUM
యోగ,NUM
య్య,ADV
య్య,ADV
య్య,NOUN
య్య,NOUN
రం,VERB
రం,VERB
రండ్,NUM
రడ్,NUM
రమణ,NOUN
రమణ,NOUN
రా,PRON
రా,PRON
రాయ్య్ల్,NOUN
రాయ్య్్,NOUN
రి,ADJ
రి,ADJ
రి,ADV
రి,ADV
రి,NOUN
రి,NOUN
రికి,ADV
రకి,ADV
రికి,VERB
రిి,VERB
రు,NOUN
రు,NOUN
రు,PRON
రు,PRON
రు,PROPN
రు,PROPN
రూప,NOUN
రూప,NOUN
రూప,VERB
రూప,VERB
రె,NOUN
రె,NOUN
రె,NUM
రె,NUM
రే,NOUN
రే,NOUN
రే,VERB
రే,VERB
రోగ్,NOUN
రో్,NOUN
ర్,NOUN
ర్,NOUN
ర్,VERB
ర్,VERB
లం,VERB
లం,VERB
లకి,VERB
లకి,VERB
లకు,NOUN
లకు,NOUN
లకు,VERB
లకు,VERB
లతో,VERB
లతో,VERB
లను,VERB
లను,VERB
లా,NOUN
లా,NOUN
లా,VERB
లా,VERB
లి,ADV
లి,ADV
లి,NOUN
లి,NOUN
లి,VERB
లి,VERB
లికి,VERB
లిి,VERB
లీ,PROPN
లీ,PROPN
లీ,VERB
లీ,VERB
లు,NOUN
లు,NOUN
లు,PRON
లు,PRON
లు,VERB
లు,VERB
లెండ,NOUN
లండ,NOUN
లే,NOUN
లే,NOUN
లే,PRON
లే,PRON
లేక,VERB
లేక,VERB
లేదు,VERB
లేు,VERB
లో,NOUN
లో,NOUN
లో,NUM
లో,NUM
లో,PRON
లో,PRON
లో,VERB
లో,VERB
లోక,NOUN
లోక,NOUN
ల్,NOUN
ల్,NOUN
ల్,VERB
ల్,VERB
ల్ల,VERB
ల్ల,VERB
ల్లు,PRON
ల్ు,PRON
ల్లు,VERB
లలు,VERB
ల్లె,PRON
ల్ె,PRON
ళం,NOUN
ళం,NOUN
ళ్ళ,ADJ
ళ్ళ,ADJ
ళ్ళ,NOUN
ళ్ళ,NOUN
ళ్ళ,NUM
ళ్ళ,NUM
ళ్ళ,PRON
ళ్ళ,PRON
ళ్ళ,VERB
ళ్ళ,VERB
ళ్ళు,VERB
ళ్ు,VERB
వం,VERB
వం,VERB
వచ్చు,VERB
వచ్ు,VERB
వర,VERB
వర,VERB
వా,NOUN
వా,NOUN
వా,PRON
వా,PRON
వా,VERB
వా,VERB
వాడు,ADJ
వడు,ADJ
వాడు,ADV
వడు,ADV
వాడు,NOUN
వడు,NOUN
వాడు,PRON
వాు,PRON
వాడు,VERB
వడు,VERB
వారు,NOUN
వాు,NOUN
వారు,PRON
వరు,PRON
వార్,PROPN
వా్,PROPN
వి,NOUN
వి,NOUN
వి,VERB
వి,VERB
విచర్,NOUN
విచ్,NOUN
వు,NOUN
వు,NOUN
వు,PRON
వు,PRON
వు,PROPN
వు,PROPN
వులు,NOUN
వలు,NOUN
వె,VERB
వె,VERB
వెర్తల్,NOUN
వెర్ల్,NOUN
వెలిమె,NOUN
వెిమె,NOUN
వే,PRON
వే,PRON
వైపు,VERB
వపు,VERB
వ్వ,NOUN
వ్వ,NOUN
షి,VERB
షి,VERB
షే,NOUN
షే,NOUN
షే,VERB
షే,VERB
ష్ట,NOUN
ష్ట,NOUN
సందేహ,VERB
సందహ,VERB
సరి,ADV
సరి,ADV
సాడ,NOUN
సాడ,NOUN
సాన్,VERB
సన్,VERB
సాన్వల్,VERB
సా్వల్,VERB
సారి,ADV
సాి,ADV
సారుంగ్,NUM
సారుం్,NUM
సాల్క్,NOUN
సాల్్,NOUN
సావిలె,NOUN
సావలె,NOUN
సావ్వార్,NOUN
సావ్ార్,NOUN
సాసి,NOUN
ససి,NOUN
సాస్త్రమ్,NOUN
సస్త్రమ్,NOUN
సింగర్,NOUN
సింగ్,NOUN
సికటి,NOUN
సిటి,NOUN
సికటితె,NOUN
సిటితె,NOUN
సికరి,VERB
సికి,VERB
సికర్,NOUN
సిర్,NOUN
సిక్క,NOUN
సి్క,NOUN
సిక్స,NOUN
సికస,NOUN
సిక్సన్,NOUN
సిక్న్,NOUN
సితుర్,ADJ
సిుర్,ADJ
సితుర్,VERB
సితు్,VERB
సితులి,NOUN
సితలి,NOUN
సిత్త,NOUN
సి్త,NOUN
సిత్తి,NOUN
సితతి,NOUN
సిదల్,VERB
సదల్,VERB
సినిమ,NOUN
సిిమ,NOUN
సిన్నూం,NOUN
సన్నూం,NOUN
సిబ్బి,NOUN
సిబ్ి,NOUN
సిమ్గ,NOUN
సిమగ,NOUN
సియుంగ్,NUM
సిుంగ్,NUM
సియొస్,VERB
సియస్,VERB
సియ్యడ,ADJ
సియయడ,ADJ
సియ్యల్,NOUN
సయ్యల్,NOUN
సియ్యుర్,NUM
సియయుర్,NUM
సిరిప్,NOUN
సిిప్,NOUN
సిరుమ్,NOUN
సిరమ్,NOUN
సిరులి,NOUN
సిరలి,NOUN
సిర్డల్,ADJ
సర్డల్,ADJ
సిర్డుంమర్ర,NOUN
సి్డుంమర్ర,NOUN
సిర్మ,NOUN
సర్మ,NOUN
సిర్మందింగ్,VERB
సిర్ందింగ్,VERB
సిర్రుట్,NOUN
సి్రుట్,NOUN
సిర్రుట్,VERB
సి్రుట్,VERB
సిల్కత,NOUN
సి్కత,NOUN
సిస్సల్,NOUN
సిససల్,NOUN
సీ,VERB
సీ,VERB
సీంగ్,NOUN
సంగ్,NOUN
సీకరి,NOUN
సీకి,NOUN
సీటి,NOUN
సీి,NOUN
సీటె,NOUN
సీె,NOUN
సీపి₁,NOUN
సపి₁,NOUN
సీపి₂,NOUN
సీప₂,NOUN
సీమ్,VERB
సమ్,VERB
సీయ్,NOUN
సయ్,NOUN
సీర,NOUN
సీర,NOUN
సీర్క్,VERB
సర్క్,VERB
సీర్₁,NOUN
సీ్₁,NOUN
సీర్₂,NOUN
సర్₂,NOUN
సీల్క,NOUN
సల్క,NOUN
సీస,NOUN
సీస,NOUN
సీసి,NOUN
ససి,NOUN
సు,ADV
సు,ADV
సు,PRON
సు,PRON
సు,VERB
సు,VERB
సుకం,NOUN
సుం,NOUN
సుకమ్నె,ADV
సుకమనె,ADV
సుకున్,ADV
సుకన్,ADV
సుకుర్,PROPN
సుకర్,PROPN
సుక్,NOUN
సక్,NOUN
సుక్,VERB
సు్,VERB
సుక్కుం,NOUN
సుకకుం,NOUN
సుక్వల్,NOUN
